dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
ThHy,metal_free_candidate_uncertain,1,0.22,0.22,1.1,0.49,0.42,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.saa.2019.117408,Pyridyl/hydroxyphenyl versus carboxyphenyl anchoring moieties in Zn – Thienyl porphyrins for dye sensitized solar cells
P3HT-C60Au,metal_free_candidate_uncertain,1,0.22,0.22,0.62,0.6,59.0,,,TiO2,I3−/I−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2012.04.066,"Nanocomposites of gold and poly(3-hexylthiophene) containing fullerene moieties: Synthesis, characterization and application in solar cells"
Kerria,metal_free_candidate_uncertain,1,0.22,0.22,0.5597,583.9,67.75,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
Dragon fruit,metal_free_candidate_uncertain,1,0.22,0.22,0.2,0.22,0.3,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148,Review: Dye sensitized solar cells based on natural photosensitizers
EB,metal_free_organic_candidate,1,0.22,0.22,0.54,567.0,0.61,,CCC1=CC=CC=C1,,I−/I3−,glass,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2016.05.052,Synthesis of cyanovinyl thiophene with different acceptor containing organic dyes towards high efficient dye sensitized solar cells
Hylocereus polyrhizus ( Dragon fruit ),metal_free_candidate_uncertain,1,0.22,0.22,0.2,0.22,0.3,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
Mallowa,metal_free_candidate_uncertain,1,0.215,0.215,0.69,600.5,55.13,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.cap.2015.01.003,Sensitized solar cells based on natural dyes
Mallow,metal_free_candidate_uncertain,1,0.215,0.215,0.69,600.5,55.13,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
Flowery knotweed,metal_free_candidate_uncertain,6,0.1867,0.21,0.5717,0.5323,32.13,,,TiO2,I−/I3−; T2/T−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review"
BH2,metal_free_candidate_uncertain,2,0.17,0.21,4.4,111.5,0.31,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CP04010D,A double-acceptor as a superior organic dye design for p-type DSSCs: high photocurrents and the observed light soaking effect  
GU114,metal_free_candidate_uncertain,1,0.21,0.21,0.73,0.43,0.68,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C5RA09455K,Importance of fluorescence lifetimes for efficient indoline dyes in dye-sensitized solar cells  
YM-2 → NI-6,metal_free_candidate_uncertain,1,0.21,0.21,1.0,400.0,0.51,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.06.009,A new co-sensitization method employing D–π–A dye with pyridyl group and D–π–Cat dye with catechol unit for dye-sensitized solar cells
Ni – Prop,metal_free_candidate_uncertain,1,0.21,0.21,0.75,0.43,0.49,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.poly.2014.07.015,Simple NIR complexes and their applicability in dye-sensitized solar cells
Cherry,metal_free_candidate_uncertain,1,0.21,0.21,1.22,0.373,51.9,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2015.10.009,Role of pH and pigment concentration for natural dye-sensitized solar cells treated with anthocyanin extracts of common fruits
e-glc+ HPE,metal_free_candidate_uncertain,1,0.21,0.21,0.72,444.0,0.59,,,,I−/I3−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.08.050,Study of the multi-equilibria of red wine colorants pyranoanthocyanins and evaluation of their potential in dye-sensitized solar cells
J2,metal_free_candidate_uncertain,1,0.21,0.21,1.18,308.0,0.58,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2013.07.028,"Julolidine dyes with different acceptors and thiophene-conjugation bridge: Design, synthesis and their application in dye-sensitized solar cells"
POT : ZnO = 1 : 2,metal_free_candidate_uncertain,1,0.21,0.21,0.415,0.475,0.51,,,ZnO,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solmat.2009.09.001,Synthesis and photoelectric property of poly (3-octylthiophene)/zinc oxide complexes
BG,metal_free_organic_candidate,1,0.21,0.21,0.92,0.398,,,C1[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)OC(O1)C3=CC=CC=C3,,,,elsevier,metal_free_smiles_screen,10.1016/j.saa.2016.05.024,Co-dominant effect of selected natural dye sensitizers in DSSC performance
Flowery knotweeda,metal_free_candidate_uncertain,1,0.21,0.21,0.6,0.554,62.7,,,,I3−/I−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
C. Fistula flower,metal_free_candidate_uncertain,1,0.21,0.21,0.54,0.51,0.65,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.optmat.2019.02.037,Natural dye extract from Cassia fistula and its application in dye-sensitized solar cell: Experimental and density functional theory studies
Banana,metal_free_candidate_uncertain,1,0.21,0.21,0.78,300.0,45.0,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
OKT-7,metal_free_candidate_uncertain,1,0.21,0.21,0.71,0.44,0.68,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2017.01.016,"Dye-sensitized solar cells: Investigation of D-A-π-A organic sensitizers based on [1,2,5]selenadiazolo[3,4-c]pyridine"
20 % Yellow + 80 % Red,metal_free_candidate_uncertain,1,0.208,0.208,,366.1,0.404,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ijleo.2018.10.150,Improvement of efficiency of Dye Sensitized Solar Cells by optimizing the combination ratio of Natural Red and Yellow dyes
POT / TiO2,metal_free_candidate_uncertain,1,0.202,0.202,0.528,0.376,0.507,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.synthmet.2010.08.003,Synthesis and photovoltaic property of poly(3-octylthiophene)/titanium dioxide/ferric oxide composite
TiO2,metal_free_candidate_uncertain,4,0.1103,0.2,0.5312,97.9052,0.5513,,O=[Ti]=O,TiO2,,FTO; glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molliq.2019.112177; 10.1016/j.rinp.2017.08.009; 10.1016/j.saa.2015.03.120; 10.1016/j.solmat.2007.07.002,"Anthraquinone dyes as photosensitizers for dye-sensitized solar cells | Effect of metal ion Fe(III) on the performance of chlorophyll as photosensitizers on dye sensitized solar cell | Synthesis, characterization, and application of transition metals (Ni, Zr, and Fe) doped TiO2 photoelectrodes for dye-sensitized solar cells"
BQI,metal_free_organic_candidate,4,0.153,0.2,3.1825,143.0,0.3325,,C1=CC=C(C=C1)C(=O)O,,I−/I3−,,elsevier,metal_free_smiles_screen,10.1016/j.jcis.2016.11.037,Restrain recombination by spraying pyrolysis TiO2 on NiO film for quinoxaline-based p-type dye-sensitized solar cells
Arugula,metal_free_candidate_uncertain,2,0.2,0.2,0.78,0.59,42.0,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Review on natural dye sensitized solar cells: Operation, materials and methods"
AZO / ZnO NWs / GQDs / TPD / Au,metal_free_candidate_uncertain,1,0.2,0.2,0.45,0.8,0.5,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7EN00179G,The emerging roles of carbon dots in solar photovoltaics: a critical review  
28 a,metal_free_candidate_uncertain,1,0.2,0.2,0.7,0.68,0.31,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2JM16690A,"Oligothiophene-functionalized naphthalimides and perylene imides: design, synthesis and applications  "
PS-7,metal_free_organic_candidate,1,0.2,0.2,0.69,0.4,0.72,,CCC1C2CC(=C(N2C1=O)C(=O)O)S/C=C/NC(=O)C,,,,rsc,metal_free_smiles_screen,10.1039/C0SC00649A,Optimization of distyryl-Bodipy chromophores for efficient panchromatic sensitization in dye sensitized solar cells  
CAT-Me,metal_free_candidate_uncertain,1,0.2,0.2,0.96,372.0,0.55,,,TiO2,I3−/I−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7QM00211D,Photovoltaic performances of type-II dye-sensitized solar cells based on catechol dye sensitizers: retardation of back-electron transfer by PET (photo-induced electron transfer)  
CNC : graphene NPs,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : Ag - doped TiO2 : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : P25 TiO2 / CdS / CdSe : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : TiO2 : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
Ag : EC : DMO : rosin ester : organic solvents,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
PEDOT : PSS : G : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
ZnO : graphene : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TMSC : CuXa : InXa : CuInS2,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : carbon powder : terpineol : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
NaI : I2 : MPII : TBP : CH3CN : PEO : CMC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
Pt : SWNH : HEC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
Graphene : terpineol : ZrO2 : EC ( GC-CE ),metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : Pluronic F127 : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
HPC : ethylene carbonate : PC : NaI : MPII,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CNC : PEO : NaI : I2 : TBP,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CMC : KI : I2,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CA : NH4I:ethylene carbonate : ZnS / CuInS,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : MFC : CMC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
MFC : PEGDA : PEGMA,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : P25 TiO2 / CdSe : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : CTAB : ZnO NDs / CdS / CdSe,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CMC : polysulfide electrolyte,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : CH3NH3PbI3,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
NI-6 → YM-2,metal_free_candidate_uncertain,1,0.2,0.2,1.02,392.0,0.49,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.06.009,A new co-sensitization method employing D–π–A dye with pyridyl group and D–π–Cat dye with catechol unit for dye-sensitized solar cells
YM-2 + NI-6,metal_free_candidate_uncertain,1,0.2,0.2,1.0,416.0,0.48,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2015.06.009,A new co-sensitization method employing D–π–A dye with pyridyl group and D–π–Cat dye with catechol unit for dye-sensitized solar cells
6e,metal_free_organic_candidate,1,0.2,0.2,,0.41,0.63,,C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C5=CC(=CC=C5)Cl,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2005.09.004,"Application of 9-substituted 3,4-perylenedicarboxylic anhydrides as sensitizers for zinc oxide solar cell"
6f,metal_free_organic_candidate,1,0.2,0.2,,0.44,0.63,,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)OC[C@]3(CN4C=C(N=C4O3)[N+](=O)[O-])C,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2005.09.004,"Application of 9-substituted 3,4-perylenedicarboxylic anhydrides as sensitizers for zinc oxide solar cell"
HTM3,metal_free_candidate_uncertain,1,0.2,0.2,0.69,520.0,46.0,,,TiO2,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.tet.2015.08.038,Investigation of a dendrimer-like arrangement of hydrazone fragments for the application as hole transporting materials
TCz-C6,metal_free_candidate_uncertain,1,0.2,0.2,0.86,0.59,38.0,,,,,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.dyepig.2017.12.050,Carbazole-based twin molecules as hole-transporting materials in dye-sensitized solar cells
CA : Chl,metal_free_candidate_uncertain,1,0.192,0.192,0.612,0.446,70.0,,,TiO2,,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2019.112216,"Photoconversion efficiency of Titania solar cells co-sensitized with natural pigments from cochineal, papaya peel and microalga Scenedesmus obliquus"
Betaxanthin,metal_free_organic_candidate,2,0.19,0.19,2.0,110.11,25.755,,COC1=C(C=CC(=C1)CCN=C/C=C/2\C[C@H](NC(=C2)C(=O)[O-])C(=O)[O-])O,TiO2,,,elsevier,metal_free_smiles_screen,10.1016/j.jphotochem.2007.07.038; 10.1016/j.jphotochem.2019.112050,Betalain pigments for dye-sensitized solar cells | Potential use of an anthocyanin-rich extract from berries of Vaccinium meridionale Swartz as sensitizer for TiO2 thin films – An experimental and theoretical study
Annatto,metal_free_organic_candidate,2,0.19,0.19,0.53,0.56,0.66,,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O,TiO2; ZnO,I−/I3−,TiO2,elsevier,metal_free_smiles_screen,10.1016/j.rser.2011.07.148; 10.1016/j.solmat.2009.05.013,17th International Materials Research Congress 2008 | Review: Dye sensitized solar cells based on natural photosensitizers
OMK-PY,metal_free_candidate_uncertain,1,0.19,0.19,1.08,335.0,0.53,,,,I3−/I−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C7RA00799J,"Synthesis, optical and electrochemical properties, and photovoltaic performance of a panchromatic and near-infrared (D) 2 –π–A type BODIPY dye with pyridyl group or cyanoacrylic acid  "
annatto,metal_free_organic_candidate,1,0.19,0.19,0.53,,,,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2018.03.021,Photoelectrochemical and spectrophotometric studies on dye-sensitized solar cells (DSCs) and stable modules (DSCMs) based on natural apocarotenoids pigments
